그 학교 라면 고등 과정;;;그 학교 라면 고등 과정
돈 내다 요리 배우다;;;돈 내고 요리 를 배우다 니
바보 같다;;;바보 같아
요리 학교 같다 건;;;요리 학교 같은 건
어차피 이렇다 거 겠다;;;어차피 이런 거 겠지
네;;;네
오늘 가볍다 만들다 수 있다;;;오늘 은 가볍 게 만들 수 있는
요리 소개 하다;;;요리 를 소개하겠 습니다
네 선생님;;;네 선생님
진급 시험 떨어지다;;;진급 시험 에서 떨어졌 다
틀리다;;;틀렸 어
인생 끝나다 …;;;인생 끝났 다 …
부탁;;;부탁 이야
천만;;;천만 이든
이천만이 기부 하다 테;;;이천만이 든 기부 할 테 니
아들 퇴학 취소 하다;;;아들 의 퇴학 을 취소해 주 십 시 오
뭐;;;뭐 야
아 말 안 하다;;;아 말 안 했 나
거 기다 일본 굴지 요리 학교;;;거 긴 일본 굴지 의 요리 학교
졸업 도달 률 이하;;;졸업 도달 률 이하 인
포기 하다 좋다;;;포기하면 좋 을 텐데
그만두다 생각 하다 서도;;;그만두자 고 생각하면 서도
도망치다 수 없다;;;도망칠 수 없어 서
자신 없다 탓;;;자신 이 없는 탓 에
자기 자신 나타내다 못;;;자기 자신 도 나타내지 못 해서
자신 잃다 반복;;;자신 잃기 를 반복
뱅글 뱅글 뱅글 뱅글;;;뱅글 뱅글 뱅글 뱅글
하지만 만날 수 있다;;;하지만 만날 수 있었 으니까
미소 있다 아 무것 필요 없다;;;미소 가 있으 면 아 무것 도 필요 없어
호화 것;;;호화 로운 것 도
요란 장식;;;요란 한 장식 도
식탁 두다 앉다;;;식탁 에 둘 러 앉자
전날 실수;;;전날 의 실수 도
불안하다 미래;;;불안한 미래 도
더 하다;;;더해서
저기 아 무것 필요 없다;;;저기 아 무것 도 필요 없어
세련되다 세팅 필요 없다;;;세련된 세팅 도 필요 없으 니까
짜다 걸 알다;;;짜다 는 걸 알 았 어도
마지막 항상;;;마지막 엔 항상
그것 스파이스;;;그것 이 스파이스
맛;;;맛
없다;;;없
어;;;어
맛없다;;;맛없 어
맛없다;;;맛없 어
지독 장국;;;지독 한 장국 이네
평온 마음 폭포 밑;;;평온 한 마음 으로 폭포 밑 에서
쥬크박스 떨어지다 것 같다 맛 이다;;;쥬크박스 가 떨어진 것 같은 맛 이었 어
쥬크박스;;;쥬크박스
난해 하다;;;난해 하다
죄 죄송하다;;;죄 죄송합 니다
에리 아가씨;;;에리 나 아가씨
웃기다 않다;;;웃기 지도 않네
조금 웃 수 없다;;;조금 도 웃 을 수 없어
오징어 땅콩 버터 …;;;오징어 땅콩 버터 …
맛없다;;;맛없 어
나 차다;;;나 참
하나같이 이렇게 지독;;;하나같이 이렇게 지독 한
요리 늘다 그렇다;;;요리 를 늘어 놨 군 그래
특히 마지막 굴죽;;;특히 마지막 굴죽
그렇다 마치 …;;;그래 마치 …
혼욕 하다 듯 맛;;;혼욕 하는 듯 한 맛 이라고
또 난해 하다;;;또 난해 하네
역시 일반인;;;역시 일반인 과는
다른 감성 지니 셨어;;;다른 감성 을 지니 셨어
보아 하니;;;보아 하니
재료 준비 중 하다 단계;;;재료 준비 중 한 단계 를
생략 것 같다;;;생략 한 것 같은 데
확장 들어가다 것;;;확장 에 들어간 것 도
그렇다 위 하다 효율 화;;;그러 기 위한 효율 화 를
그렇다고;;;그렇다고
이렇다 음식;;;이런 음식 으로
내 혀 더럽다 게;;;내 혀 를 더럽 히 는 게
용납 되다 것 같다;;;용납 될 것 같 나요
죄송하다;;;죄송합 니다
향 하다;;;향해 가 네
모든 걸 걸다;;;모든 걸 걸고 서
NAME;;;NAME
자신 그릇 가늠 해보다 와;;;자신 의 그릇 을 가늠 해보고 와 라
잘못 오다 느낌 엄청나다;;;잘못 왔 다는 느낌 이 엄청난 데
다른 수험생 모두 들;;;다른 수험생 모두 들
왜 집사 호위 따라오다;;;왜 집사 나 호위 가 따라오는 데
;;;어라
말 안 하다;;;말 안 했 나
네 편입 시험 볼 그 곳;;;네 가 편입 시험 을 볼 그 곳 은
일본 굴지 요리 학교;;;일본 굴지 의 요리 학교
졸업 도달 율 이하;;;졸업 도달 율 이하 인
그 학교 …;;;그 학교 에서 …
헤 조;;;헤 이 조
Please wait a moment;;;Please wait a moment
아버지;;;아버지
지금 어디;;;지금 어디 야
뉴욕;;;뉴욕
VIP 전용 리셉션 홀;;;VIP 전용 리셉션 홀
지금 거기 요리 하다;;;지금 거기 서 요리하느 라
뉴욕 자다 돌아오다;;;뉴욕 에 잘 돌아왔 다
큰소리 내지 마;;;큰소리 내지 마
닥터 맥 프리;;;닥터 맥 프리
또 혈압 오르다 걸;;;또 혈압 이 오를 걸
병 얻다 의회 떠나다 이 몸;;;병 을 얻어 의회 를 떠난 이 몸 이지만
마지막 유키 히 씨;;;마지막 에 유키 히 라 씨 의
요리 먹다 수 있다;;;요리 를 먹 을 수 있다 면
더 여한 없다 생각;;;더 는 여한 이 없다 고 생각 했지만
선생님;;;선생님
또 오다;;;또 오죠
유키 히 여기 있다;;;유키 히 라는 여기 있느 냐
돌아가다 승정 님;;;돌아가 주 십 시 오 승정 님
단식 중 이다;;;단식 중 입니 다
승려 들 나쁘다 영향;;;승려 들 에게 나쁜 영향 이
에잇 닥치다 닥치다 닥치다;;;에잇 닥쳐 라 닥쳐 라 닥쳐 라
유키 히 의 요리 눈앞 두다;;;유키 히 라 의 요리 를 눈앞 에 두고
난 신앙 버리다;;;난 신앙 을 버리 겠 다
승정 이 이임;;;승정 니 이이 이임
유키 히 아아;;;유키 히 라 아아 아아 아
처음 인도;;;처음 엔 인도
이탈리아 스페인 일 하다;;;이탈리아 스페인 에서 일하고
어제 미국 오다;;;어제 미국 에 왔 지
뭐;;;뭐
얘기 못 따라가다;;;얘기 를 못 따라가겠 는 데요
야 NAME;;;야 NAME
그 학교 졸업 하다 때;;;그 학교 에서 졸업할 때 까지
살아나다 못 하다;;;살아남 지 못 해서 는
해주다;;;해주 마
그렇다 특별하다 요리;;;그럼 특별히 요리 가
능숙해 비결 가르치다 …;;;능숙해 지는 비결 을 가르쳐 …
유키 히 어디;;;유키 히 라는 어디 냐
네;;;네
알다 NAME;;;알 겠 냐 NAME
좋다 요리사 되다 방법;;;좋 은 요리사 가 되는 방법 은
자신 요리 전부;;;자신 의 요리 전부 를
바치 싶다 생각 하다 한;;;바치 고 싶다 고 생각할 만 한
그렇다 여자 만나다 거;;;그런 여자 와 만나는 거 다
그래서 다음 예정;;;그래서 다음 예정 은
여기 이다;;;여기 입니 다
이렇다 일도 들어오다;;;이런 일도 들어오는 구나
뭐 우스갯소리;;;뭐 가 우스갯소리 냐
반드시 살아나다;;;반드시 살아남 아 주 겠 다고
미안;;;미안
그만 차 버리다;;;그만 차 버렸 네
신경 쓰다 마;;;신경 쓰 지 마
너 편입 희망;;;너 도 편입 희망 이구나
앉다 그렇다;;;앉지 그래
응;;;응
오늘 NAME 학원;;;오늘 은 NAME 학원
중등 부의 진급 심사 발표;;;중등 부의 진급 심사 발표 와
우리 같다 다른 중학교 온;;;우리 같은 다른 중학교 에서 온
편입 시험 있다;;;편입 시험 도 있으 니까
활기 차다;;;활기 차네
난 니 카이 요시 아키;;;난 니 카이 도 요시 아키
집다 프랑스 레스토랑 하다 있다;;;집은 프랑스 레스토랑 을 하고 있어
오호 우연;;;오호 우연 이네
우연이 아니다 몰르다;;;우연이 아닐 지도 몰라
어;;;어
저기 있다 애;;;저기 있는 애 는
전국 점포 두다;;;전국 에 점포 를 둔
레스토랑 후계 자;;;레스토랑 의 후계 자
납품 하다 거대 도매 상 집 아들;;;납품 하는 거대 도매 상 집 아들
여기 있다 대부분 사람;;;여기 있는 대부분 의 사람 이
요리 업계 서다 브렛;;;요리 업계 의 서러 브렛 이니까
너희 가게 어떻다 가게;;;너희 가게 는 어떤 가게 인데
유키 히 라라 해;;;유키 히 라라 고 해
유키 히 …;;;유키 히 라 …
요정;;;요정 인가
번화가 있다;;;번화가 에 있는
저속 서민이;;;저속 한 서민이
자다 들다;;;잘 들어 라
이 학교 서민이;;;이 학교 는 서민이 와도
좋다 곳 아니다;;;좋 은 곳 이 아니 다
요리 상류 계급;;;요리 의 상류 계급 에서
살다 자 들 배움;;;사는 자 들 만이 배움 을
허락 받다 성 정원;;;허락 받은 성 스러운 정원
너 같다 저속 서민;;;너 같은 저속 한 서민 은
서류 심사 떨어지다 …;;;서류 심사 만으로 떨어지 겠 지 …
유키 히 에서;;;유키 히 라 에서
먹다 보다 적도 없다;;;먹어 본 적도 없으 면서
우리 가게 격 정 하다 마;;;우리 가게 의 격 을 정하지 마
봐;;;봐 라
정식 집 자식 편입 하다 생각;;;정식 집 자식 이 편입 할 생각 이래
농담 겠다;;;농담 이 겠지
분수 모르다 한도 있다;;;분수 를 모르는 데도 한도 가 있지
심사 하다 건 얼마나 잘나다 녀석;;;심사 하는 건 얼마나 잘난 녀석 인데
혹시 …;;;혹시 …
그 그렇다;;;그 그래
응;;;응
편입 희망 자 여러분;;;편입 희망 자 여러분
오늘 편입 시험 일임 받다;;;오늘 의 편입 시험 을 일임 받은
NAME 에리 나라 하다;;;NAME 에리 나라 고 합 니다
여자애;;;여자애
게다가 학교 교복 입다 있다 …;;;게다가 학교 교복 을 입고 있어 …
저 애가 심사 위원;;;저 애가 심사 위원 인가
입시 통지;;;입시 과의 통지 는
낭독 하다;;;낭독 하겠 습니다
우선 신청 서류 기반 하다;;;우선 신청 서류 를 기반 으로 한
열 명 단위 집단 면접;;;열 명 단위 의 집단 면접
통 과자 들 다시 …;;;통 과자 들 을 다시 …
시시;;;시시 해
조리 대 여기;;;조리 대 를 여기 로
아 네;;;아 네
식 재료;;;식 재료
어쩌다 거지;;;어쩌려 는 거지
내 혀 만족 시키다 사람;;;내 혀 를 만족 시킨 사람 에게만
NAME 학원;;;NAME 학원 의
편입 허가 하다;;;편입 을 허가 하겠 습니다
더불다 희망 자;;;더불어 희망 자 에겐
지금 분간;;;지금 부터 분간 만
시험 포기 하다;;;시험 을 포기하고
기권 하다 것 인정 하다;;;기권 할 것 을 인정하죠
일 분;;;일 분
야 잠깐;;;야 잠깐 만
왜 도망가다;;;왜 도망가는 데
넌 설마 저 분 모르다 거;;;넌 설마 저 분 을 모르는 거 냐
몰르다;;;몰라
NAME 리나;;;NAME 에 리나 는
인류 최고 신의 미각;;;인류 최고 의 신의 미각
뭐;;;뭐
아기 말 시작 하다 건;;;아기 가 말 을 시작하는 건
보통 살 사이;;;보통 은 살 사이 인데
그녀 생후 개월 때;;;그녀 가 생후 개월 때
처음 꺼내다 말;;;처음 으로 꺼낸 말 이
감칠맛 부족하다 …;;;감칠맛 이 부족해 …
태어나다 금세 그;;;태어나서 금세 그
재능 편린 보 여준 그녀;;;재능 의 편린 을 보 여준 그녀 는
유년기 때 일본 전역;;;유년기 때 부터 일본 전역 의
유명 식당 맛보기 역할 의뢰 받다;;;유명 식당 의 맛보기 역할 을 의뢰 받았 어
요리 계 중진 들 모두;;;요리 계 의 중진 들 은 모두
NAME 리나 고객;;;NAME 에 리나 의 고객 이라고
업계 전체 알려지다;;;업계 전체 에 알려져
만일 만일 그녀 재능 없다;;;만일 만일 그녀 에게 재능 없 음
요리사 로서 인생 끝 장난 고;;;요리사 로서 의 인생 이 끝 장난 다 고
역시 가망 없다 쓰레기 뿐이다;;;역시 가망 없는 쓰레기 뿐이 군요
내 시간 할애 하다 순 없다;;;내 시간 을 할애 할 순 없지
이미 오늘 예정 다 소화 하다;;;이미 오늘 의 예정 은 다 소화했 죠
아 네;;;아 네
지금 제 방;;;지금 부터 제 방 에서
신작 요리 시험 하다;;;신작 요리 를 시험 하겠 어요
에리 님 신작 요리;;;에리 나 님 의 신작 요리
왜 그렇다 히 사코;;;왜 그러 나요 히 사코
타다 달다 듯 표정 짓다;;;탐 난 다는 듯 한 표정 을 짓고
아니다;;;아니 요
저기 …;;;저기 …
워 원 하다 …;;;워 원해 요 …
어머;;;어머
그 전 보고 하다;;;그 전 에 보고해야 겠 지
합격자;;;합격자 는 이라고
네 …;;;네 …
만들다 요리 뭐 괜찮다;;;만들 요리 는 뭐 든 괜찮 아
뭐;;;뭐 야
내다;;;내게
도전 하다 자가 …;;;도전 하는 자가 …
엄마;;;엄마 아
계란 사용 하다;;;계란 만 사용하면
만들다 요리 자유;;;만들 요리 는 자유 야
하지만 정말 하다 생각;;;하지만 정말 할 생각 이야
정말 당황 하다;;;이야 정말 당황했 어
떨어지다 어쩌나 하다;;;떨어지 면 어쩌나 하고
떨어지다;;;떨어져 라
이분 뉘 신지 알다;;;이분 이 뉘 신지 아느 냐
누군데;;;누군데
중등 부 수석 이자;;;중등 부 수석 이자
학교 최고 의사 결정 기관;;;학교 의 최고 의사 결정 기관
NAME 걸 평의회;;;NAME 걸 평의회 의
사상 최연 소 멤버;;;사상 최연 소 멤버
NAME 에리 님;;;NAME 에리 나 님 이다
이 거 상당하다 일품 이군;;;이 거 상당한 일품 이군 요
어슬렁 대지 마;;;어슬렁 대지 마
응;;;응
다시 하다 번 묻다;;;다시 한 번 묻 겠 어
정말 내 시험 볼 생각;;;정말 내 시험 을 볼 생각 이야
응;;;응
그야;;;그야
맛있다 말 하다 하다 되다;;;맛있다 고 말하게 하면 되 지
물론;;;물론
이 녀석 …;;;이 녀석 …
에리 님 …;;;에리 나 님 …
유키 히 NAME;;;유키 히 라 NAME
내 고귀 함 모르다 거구;;;내 고귀 함 을 모르는 거구 나
들개 보석 가치 모르다;;;들개 가 보석 의 가치 를 모르 듯이
그렇게 까지 말 하다;;;그렇게 까지 말한 다면
맛보다 하다;;;맛보도 록 하겠 어
요리 업계 밑바닥 맛;;;요리 업계 밑바닥 의 맛 을
기꺼이;;;기꺼이
우리 가게;;;우리 가게 의
기다리다;;;기다리 시 죠
NAME 시험관 님;;;NAME 시험관 님
계란 일식 양식 중식;;;계란 은 일식 양식 중식
온갖 장르 기본 되다 재료;;;온갖 장르 의 기본 이 되는 재료
평소 온갖 고급 계란 요리;;;평소 온갖 고급 계란 요리 를
대체 어떻다 요리 …;;;대체 어떤 요리 를 …
계란 풀다 쓰다 모양;;;계란 을 풀어 쓰는 모양 인데
완성형 전혀 보이지 않다;;;완성형 이 전혀 보이지 않네
유키 히 NAME 군;;;유키 히 라 NAME 군
만들다 요리 대체 뭐;;;만들 요리 는 대체 뭐 지
어;;;어
여기 보고 아직 모르다;;;여기 까지 보고 도 아직 모르 겠 어
알다;;;알 겠 어
내 혀 걸 맞다 요리;;;내 혀 에 걸 맞은 요리 를
만들다 생각 있다 묻다;;;만들 생각 이 있는 지 묻는 거야
가르치다;;;가르쳐 주 지
내 만들다 요리;;;내 가 만들 요리 는
식당 유키 히;;;식당 유키 히 라
뒷 메뉴 번;;;뒷 메뉴 번
대체 어떻다 공 들 요리 …;;;대체 어떤 공 들 인 요리 를 …
후리카케 밥;;;후리카케 밥
웃기 마;;;웃기 지 마
엄청나다 시간 낭비 이다;;;엄청난 시간 낭비 였 어
에리 님;;;에리 나 님
물론 평범하다 후리카케 아니다;;;물론 평범한 후리카케 가 아니 지
내 만들다 건;;;내 가 만드는 건
둔갑 하다 후리카케 밥;;;둔갑 하는 후리카케 밥 이다
둔갑 하다 후리카케;;;둔갑 하는 후리카케 라고
유키 히 NAME;;;유키 히 라 NAME
이 남자;;;이 남자
기다리다 셨소;;;기다리 셨소
아니다;;;아니
역시 바보 취급 있다;;;역시 바보 취급 하고 있어
정말 평범하다 후리카케;;;정말 평범한 후리카케 네
결국 류 요리사 요리;;;결국 류 요리사 의 요리 네
전혀 식욕 동하 않다;;;전혀 식욕 이 동하 지 않아
미각 지니다 내 식탁;;;미각 을 지닌 내 식탁 에는
사치 고상 함 갖추다;;;사치 와 고상 함 을 갖춘
고급 요리 늘어서다;;;고급 요리 만이 늘어서지
그야말로 미식 천상계;;;그야말로 미식 의 천상계
그 곳 살아오다 내다;;;그 곳 에서 살아온 내게
시험 이 것 종료 이다;;;시험 은 이 것 으로 종료 입니 다
에리 님;;;에리 나 님
모습 지금 부터;;;모습 은 지금 부터 인데
무슨 의미;;;무슨 의미 지
계란 그늘 속 무언가 …;;;계란 의 그늘 속 에 무언가 가 …
뭐 두다 봐;;;뭐 두고 봐
후리카케 진가;;;후리카케 의 진가 는
희다 쌀밥 위 나타나다;;;흰 쌀밥 위 에서 나타나지
자 그렇다;;;자 그럼
마무리;;;마무리 다
밥 열기 녹다 …;;;밥 의 열기 로 녹아 …
녹다 내리다 것 동시;;;녹아 내리는 것 과 동시 에
계란 속속 들이다 코팅 되다 있다;;;계란 이 속속 들이 코팅 되 고 있어
이 향기 …;;;이 향기 는 …
닭 …;;;닭 …
푹 졸 닭고기;;;푹 졸 인 닭고기 의
은은하다 향 올라오다;;;은은한 향 이 올라온 다
이 …;;;이 게 …
둔갑 하다 후리카케 밥 …;;;둔갑 하는 후리카케 밥 …
아깝다 까지;;;아까 까지 와는
모양 전혀 달라;;;모양 이 전혀 달라
대체 어떻다 맛 날 …;;;대체 어떤 맛 이 날 지 …
